번호,식품군,식품이름,1회제공량 (g),열량 (kcal),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),콜레스테롤 (mg),포화지방산 (g),트랜스지방산 (g),년도
2395,육류 및 그 제품,"멧돼지고기, 앞다리, 생것 ",100,191,0,21.5,10.7,0,55,95,0,0,2011
2396,육류 및 그 제품,"멧돼지고기, 앞다리, 생것 ",100,180,0,21.5,10.7,N/A,55,N/A,N/A,0,2017
2397,육류 및 그 제품,"미트볼, 냉동 ",100,244,12.5,11.7,16.4,0,520,43,0,0,2011
2398,육류 및 그 제품,"미트볼, 냉동 ",100,244,12.5,11.7,16.4,N/A,520,43,4.25,0,2017
2399,육류 및 그 제품,"비둘기고기, 생것 ",100,141,0.3,21.8,5.1,0,88,0,0,0,2011
2400,육류 및 그 제품,"사슴고기, 구운것 ",100,158,0,30.2,3.2,0,54,0,0,0,2011
2401,육류 및 그 제품,"사슴고기, 생것 ",100,120,0,23,2.4,0,51,0,0,0,2011
2402,육류 및 그 제품,"소 가공(기타), 불고기, 생것(한우)",100,133,4.3,11.5,7.8,0,396,0,0,0,2011
2403,육류 및 그 제품,"소 가공(기타), 불고기, 생것(한우)",100,133,4.3,11.5,7.8,N/A,396,N/A,N/A,0,2017
2404,육류 및 그 제품,"소 가공(기타), 양지국물(한우)",100,4,0,1,0,0,26,0,0,0,2011
2405,육류 및 그 제품,"소 가공(기타), 양지국물(한우)",100,4,0,1,0,N/A,26,N/A,N/A,0,2017
2406,육류 및 그 제품,"소 가공(기타), 우족국물(우족 26g/물 100ml) ",100,2,0,0.3,0.1,0,14,0,0,0,2011
2407,육류 및 그 제품,"소 가공(기타), 우족국물(우족 26g/물 100ml) ",100,2,0,0.3,0.1,N/A,14,N/A,N/A,0,2017
2408,육류 및 그 제품,"소 가공(기타), 육포 ",100,361,7.4,49,8.2,0,2180,150,0,0,2006
2409,육류 및 그 제품,"소 가공(기타), 육포 ",100,350,20.2,49,8.2,N/A,2180,N/A,N/A,0,2017
2410,육류 및 그 제품,"소 가공(기타), 잡뼈국물(한우) ",100,28,0,4.3,1,0,61,0,0,0,2011
2411,육류 및 그 제품,"소 가공(기타), 잡뼈국물(한우) ",100,26,0,4.3,1,N/A,61,N/A,N/A,0,2017
2412,육류 및 그 제품,"소 부산물, 간, 삶은것 ",100,191,5.1,29.1,5.3,0,79,334,0,0,2011
2413,육류 및 그 제품,"소 부산물, 간, 삶은것 ",100,191,5.13,29.08,5.26,0,79,396,2.95,0,2017
2414,육류 및 그 제품,"소 부산물, 간, 생것 ",100,132,2.2,19,4.6,0,65,0,0,0,2011
2415,육류 및 그 제품,"소 부산물, 간, 생것 ",100,124,2.2,19,4.6,N/A,65,N/A,N/A,0,2017
2416,육류 및 그 제품,"소 부산물, 골(뇌), 생것 ",100,120,1.7,9.3,8.2,0,154,0,0,0,2006
2417,육류 및 그 제품,"소 부산물, 골(뇌), 생것 ",100,117,1.7,9.3,8.2,N/A,154,N/A,N/A,0,2017
2418,육류 및 그 제품,"소 부산물, 꼬리, 생것 ",100,252,0,17.4,19,0,42,0,0,0,2011
2419,육류 및 그 제품,"소 부산물, 꼬리, 생것 ",100,239,0,17.4,19,N/A,42,N/A,N/A,0,2017
2420,육류 및 그 제품,"소 부산물, 대장, 생것 ",100,162,0,9.3,13,0,61,150,0,0,2011
2421,육류 및 그 제품,"소 부산물, 대장, 생것 ",100,162,0,9.3,13,N/A,61,150,3.94,0,2017
2422,육류 및 그 제품,"소 부산물, 선지(피), 생것 ",100,51,2.2,10.1,0,0,598,0,0,0,2011
2423,육류 및 그 제품,"소 부산물, 선지(피), 생것 ",100,48,2.2,10.1,0,N/A,598,N/A,N/A,0,2017
2424,육류 및 그 제품,"소 부산물, 소장(곱창), 생것 ",100,145,0.1,9,11.3,0,45,0,0,0,2011
2425,육류 및 그 제품,"소 부산물, 소장(곱창), 생것 ",100,137,0.1,9,11.3,N/A,45,N/A,N/A,0,2017
2426,육류 및 그 제품,"소 부산물, 신장, 생것 ",100,90,2.2,15.6,1.7,0,122,411,0,0,2011
2427,육류 및 그 제품,"소 부산물, 신장, 생것 ",100,85,2.2,15.6,1.7,N/A,122,N/A,N/A,0,2017
2428,육류 및 그 제품,"소 부산물, 신장, 조리 ",100,159,0,27.3,4.7,0,94,0,0,0,2011
2429,육류 및 그 제품,"소 부산물, 신장, 조리 ",100,157,0,27.28,5.27,0,123,1002,1.17,0,2017
2430,육류 및 그 제품,"소 부산물, 심장, 생것 ",100,106,0,15.8,4.2,0,70,124,0,0,2011
2431,육류 및 그 제품,"소 부산물, 심장, 생것 ",100,99,0,15.8,4.2,N/A,70,N/A,N/A,0,2017
2432,육류 및 그 제품,"소 부산물, 심장, 조리 ",100,165,0.2,28.5,4.7,0,59,0,0,0,2011
2433,육류 및 그 제품,"소 부산물, 심장, 조리 ",100,165,0.15,28.48,4.73,0,59,212,1.4,0,2017
2434,육류 및 그 제품,"소 부산물, 양(위), 생것 ",100,61,0.1,9.9,2,0,33,0,0,0,2011
2435,육류 및 그 제품,"소 부산물, 양(위), 생것 ",100,57,0.1,9.9,2,N/A,33,N/A,N/A,0,2017
2436,육류 및 그 제품,"소 부산물, 천엽, 생것 ",100,50,0.1,10.3,0.7,0,28,0,0,0,2011
2437,육류 및 그 제품,"소 부산물, 천엽, 생것 ",100,47,0.1,10.3,0.7,N/A,28,N/A,N/A,0,2017
2438,육류 및 그 제품,"소 부산물, 허파, 삶은것 ",100,120,0,20.4,3.7,0,101,0,0,0,2011
2439,육류 및 그 제품,"소 부산물, 허파, 삶은것 ",100,120,0,20.4,3.7,N/A,101,277,1.27,0,2017
2440,육류 및 그 제품,"소 부산물, 허파, 생것 ",100,81,1.6,15.8,0.9,0,54,242,0,0,2011
2441,육류 및 그 제품,"소 부산물, 허파, 생것 ",100,76,1.6,15.8,0.9,N/A,54,N/A,N/A,0,2017
2442,육류 및 그 제품,"소 부산물, 혀, 생것 ",100,191,0,13,14.5,0,87,0,0,0,2011
2443,육류 및 그 제품,"소 부산물, 혀, 생것 ",100,181,0,13,14.5,N/A,87,N/A,N/A,0,2017
2444,육류 및 그 제품,"소고기, 수입산, 갈비, 구운것 ",100,400,0,22.6,33.7,0,65,0,0,0,2011
2445,육류 및 그 제품,"소고기, 수입산, 갈비, 구운것 ",100,400,0,22.57,33.7,N/A,65,85,13.96,0,2017
2446,육류 및 그 제품,"소고기, 수입산, 갈비, 생것 ",150,394.5,0.45,27.75,29.25,0,61.5,0,0,0,2011
2447,육류 및 그 제품,"소고기, 수입산, 등심, 생것 ",60,134.4,0.12,10.5,9.54,0,26.4,42.6,0,0,2011
2448,육류 및 그 제품,"소고기, 수입산, 목심, 삶은것 ",100,359,0,26.4,27.3,0,64,0,0,0,2011
2449,육류 및 그 제품,"소고기, 수입산, 목심, 삶은것 ",100,359,0,26.37,27.26,0,64,103,10.86,0,2017
2450,육류 및 그 제품,"소고기, 수입산, 목심, 생것 ",100,265,0,17,21.3,0,67,0,0,0,2011
2451,육류 및 그 제품,"소고기, 수입산, 목심, 생것 ",100,265,0,16.98,21.31,0,67,72,8.59,0,2017
2452,육류 및 그 제품,"소고기, 수입산, 사태, 생것 ",100,119,0.2,17.8,4.6,0,50,0,0,0,2011
2453,육류 및 그 제품,"소고기, 수입산, 사태, 조리 ",100,202,0,33.7,6.4,0,64,61,0,0,2011
2454,육류 및 그 제품,"소고기, 수입산, 사태, 조리 ",100,201,0,33.68,6.36,N/A,64,78,2.29,0,2017
2455,육류 및 그 제품,"소고기, 수입산, 설도, 구운것 ",100,164,0,28.5,4.7,0,38,0,0,0,2011
2456,육류 및 그 제품,"소고기, 수입산, 설도, 구운것 ",100,164,0,28.45,4.67,0,38,74,1.61,0,2017
2457,육류 및 그 제품,"소고기, 수입산, 설도, 생것 ",100,141,0.2,18.7,6.5,0,60,0,0,0,2011
2458,육류 및 그 제품,"소고기, 수입산, 안심, 구운것 ",100,267,0,26.5,17.1,0,54,67,0,0,2011
2459,육류 및 그 제품,"소고기, 수입산, 안심, 구운것 ",100,267,0,26.46,17.12,0,54,97,6.74,0,2017
2460,육류 및 그 제품,"소고기, 수입산, 안심, 생것 ",100,198,0.2,20,12,0,45,0,0,0,2011
2461,육류 및 그 제품,"소고기, 수입산, 양지, 삶은것 ",60,121.8,0,11.22,8.22,0,40.2,20.4,0,0,2011
2462,육류 및 그 제품,"소고기, 수입산, 양지, 생것 ",100,150,0.1,21.2,6.6,0,48,0,0,0,2006
2463,육류 및 그 제품,"소고기, 수입산, 우둔, 생것 ",60,81,0.06,13.14,2.7,0,27,0,0,0,2011
2464,육류 및 그 제품,"소고기, 수입산, 채끝, 구운것 ",60,138,0,16.26,7.62,0,34.2,0,0,0,2011
2465,육류 및 그 제품,"소고기, 수입산, 채끝, 생것 ",100,214,0.1,17.4,14.9,0,N/A,0,0,0,2011
2466,육류 및 그 제품,"소고기, 한우, 1++등급, 등심, 생것 ",100,286,0,16.9,22.8,0,43,59,0,0,2011
2467,육류 및 그 제품,"소고기, 한우, 1++등급, 등심, 생것 ",100,271,0,16.9,22.8,N/A,43,N/A,N/A,0,2017
2468,육류 및 그 제품,"소고기, 한우, 1++등급, 목심, 생것 ",100,223,0,18.8,15.3,0,60,45,0,0,2011
2469,육류 및 그 제품,"소고기, 한우, 1++등급, 목심, 생것 ",100,211,0,18.8,15.3,N/A,60,N/A,N/A,0,2017
2470,육류 및 그 제품,"소고기, 한우, 1++등급, 설도(보섭), 생것 ",100,208,0,19.7,13.3,0,82,40,0,0,2011
2471,육류 및 그 제품,"소고기, 한우, 1++등급, 설도(보섭), 생것 ",100,196,0,19.7,13.3,N/A,82,N/A,N/A,0,2017
2472,육류 및 그 제품,"소고기, 한우, 1++등급, 설도(설깃), 생것 ",100,200,0,19.5,12.5,0,80,35,0,0,2011
2473,육류 및 그 제품,"소고기, 한우, 1++등급, 설도(설깃), 생것 ",100,188,0,19.5,12.5,N/A,80,N/A,N/A,0,2017
2474,육류 및 그 제품,"소고기, 한우, 1++등급, 앞다리(꾸리), 생것 ",100,170,0,19.5,9.3,0,70,59,0,0,2011
2475,육류 및 그 제품,"소고기, 한우, 1++등급, 앞다리(꾸리), 생것 ",100,159,0,19.5,9.3,N/A,70,N/A,N/A,0,2017
2476,육류 및 그 제품,"소고기, 한우, 1++등급, 양지(업진살), 생것 ",100,259,0,17.8,19.6,0,101,60,0,0,2011
2477,육류 및 그 제품,"소고기, 한우, 1++등급, 양지(업진살), 생것 ",100,246,0,17.8,19.6,N/A,101,N/A,N/A,0,2017
2478,육류 및 그 제품,"소고기, 한우, 1++등급, 양지, 생것 ",100,202,0,19.1,12.9,0,104,49,0,0,2011
2479,육류 및 그 제품,"소고기, 한우, 1++등급, 양지, 생것 ",100,190,0,19.1,12.9,N/A,104,N/A,N/A,0,2017
2480,육류 및 그 제품,"소고기, 한우, 1++등급, 우둔(홍두깨), 생것 ",100,163,0,21.2,7.8,0,62,56,0,0,2011
2481,육류 및 그 제품,"소고기, 한우, 1++등급, 우둔(홍두깨), 생것 ",100,152,0,21.2,7.8,N/A,62,N/A,N/A,0,2017
2482,육류 및 그 제품,"소고기, 한우, 1++등급, 우둔, 생것 ",100,173,0,20.6,9.2,0,48,46,0,0,2011
2483,육류 및 그 제품,"소고기, 한우, 1++등급, 우둔, 생것 ",100,163,0,20.6,9.2,N/A,48,N/A,N/A,0,2017
2484,육류 및 그 제품,"소고기, 한우, 1++등급, 채끝, 생것 ",100,272,0,17.8,21,0,48,64,0,0,2011
2485,육류 및 그 제품,"소고기, 한우, 1++등급, 채끝, 생것 ",100,258,0,17.8,21,N/A,48,N/A,N/A,0,2017
2486,육류 및 그 제품,"소고기, 한우, 3등급, 등심, 생것 ",100,117,0,21.3,2.9,0,49,48,0,0,2011
2487,육류 및 그 제품,"소고기, 한우, 3등급, 등심, 생것 ",100,109,0,21.3,2.9,N/A,49,N/A,N/A,0,2017
2488,육류 및 그 제품,"소고기, 한우, 3등급, 목심, 생것 ",100,102,0,21.4,1.2,0,69,51,0,0,2011
2489,육류 및 그 제품,"소고기, 한우, 3등급, 목심, 생것 ",100,94,0,21.4,1.2,N/A,69,N/A,N/A,0,2017
2490,육류 및 그 제품,"소고기, 한우, 3등급, 설도(보섭), 생것 ",100,108,0,22.2,1.5,0,104,65,0,0,2011
2491,육류 및 그 제품,"소고기, 한우, 3등급, 설도(보섭), 생것 ",100,99,0,22.2,1.5,N/A,104,N/A,N/A,0,2017
2492,육류 및 그 제품,"소고기, 한우, 3등급, 설도(설깃), 생것 ",100,103,0,22.2,1,0,83,69,0,0,2011
2493,육류 및 그 제품,"소고기, 한우, 3등급, 설도(설깃), 생것 ",100,95,0,22.2,1,N/A,83,N/A,N/A,0,2017
2494,육류 및 그 제품,"소고기, 한우, 3등급, 앞다리(꾸리), 생것 ",100,102,0,21.5,1.2,0,77,63,0,0,2011
2495,육류 및 그 제품,"소고기, 한우, 3등급, 앞다리(꾸리), 생것 ",100,94,0,21.5,1.2,N/A,77,N/A,N/A,0,2017
2496,육류 및 그 제품,"소고기, 한우, 3등급, 양지(업진살), 생것 ",100,111,0,21.7,2.1,0,86,50,0,0,2011
2497,육류 및 그 제품,"소고기, 한우, 3등급, 양지(업진살), 생것 ",100,103,0,21.7,2.1,N/A,86,N/A,N/A,0,2017
2498,육류 및 그 제품,"소고기, 한우, 3등급, 양지, 생것 ",100,104,0,21.4,1.5,0,125,63,0,0,2011
2499,육류 및 그 제품,"소고기, 한우, 3등급, 양지, 생것 ",100,96,0,21.4,1.5,N/A,125,N/A,N/A,0,2017
2500,육류 및 그 제품,"소고기, 한우, 3등급, 우둔(홍두깨), 생것 ",100,104,0,22.5,1,0,61,56,0,0,2011
2501,육류 및 그 제품,"소고기, 한우, 3등급, 우둔(홍두깨), 생것 ",100,96,0,22.5,1,N/A,61,N/A,N/A,0,2017
2502,육류 및 그 제품,"소고기, 한우, 3등급, 우둔, 생것 ",100,106,0,22.8,1.1,0,58,47,0,0,2011
2503,육류 및 그 제품,"소고기, 한우, 3등급, 우둔, 생것 ",100,98,0,22.8,1.1,N/A,58,N/A,N/A,0,2017
2504,육류 및 그 제품,"소고기, 한우, 3등급, 채끝, 생것 ",100,113,0,22.4,2,0,62,0,0,0,2011
2505,육류 및 그 제품,"소고기, 한우, 3등급, 채끝, 생것 ",100,105,0,22.4,2,N/A,62,N/A,N/A,0,2017
2506,육류 및 그 제품,"소고기, 한우, 갈비, 생것 ",100,307,1.9,16.5,24.4,0,127,64,0,0,2011
2507,육류 및 그 제품,"소고기, 한우, 갈비, 생것 ",100,297,N/A,16.94,25.61,0,48,71.63,9.29,0,2017
2508,육류 및 그 제품,"소고기, 한우, 등심, 생것 ",100,378,3,15.9,31.7,0,54,0,0,0,2011
2509,육류 및 그 제품,"소고기, 한우, 등심, 생것 ",100,249,N/A,17.79,19.96,0,44,61.14,7.07,0,2017
2510,육류 및 그 제품,"소고기, 한우, 목심, 생것 ",100,83,0.2,15.2,1.9,0,57,53,0,0,2011
2511,육류 및 그 제품,"소고기, 한우, 목심, 생것 ",100,180,0,21.6,10.69,0,61,69.5,4.23,0,2017
2512,육류 및 그 제품,"소고기, 한우, 사태, 생것 ",100,130,0.1,20.2,4.7,0,75,65,0,0,2011
2513,육류 및 그 제품,"소고기, 한우, 사태, 생것 ",100,142,0,22.93,5.85,0,67,63.66,2.13,0,2017
2514,육류 및 그 제품,"소고기, 한우, 살코기, 생것 ",100,190,0.6,19.3,11.3,0,259,3010,0,0,2011
2515,육류 및 그 제품,"소고기, 한우, 살코기, 생것 ",100,199,0,18.62,14.09,0,49,60.73,5.15,0,2017
2516,육류 및 그 제품,"소고기, 한우, 설도, 생것 ",100,186,0.3,19.6,10.8,0,446,0,0,0,2011
2517,육류 및 그 제품,"소고기, 한우, 설도, 생것 ",100,185,0,20.21,11.84,0,50,65.62,3.88,0,2017
2518,육류 및 그 제품,"소고기, 한우, 안심, 생것 ",100,148,0.2,20.8,6.3,0,453,0,0,0,2011
2519,육류 및 그 제품,"소고기, 한우, 안심, 생것 ",100,193,0,19.17,13.14,0,45,57.81,5.42,0,2017
2520,육류 및 그 제품,"소고기, 한우, 양지, 생것 ",100,214,4.6,19.1,12.2,0,75,53,0,0,2011
2521,육류 및 그 제품,"소고기, 한우, 양지, 생것 ",100,214,N/A,17.76,16.07,0,47,67.93,6.9,0,2017
2522,육류 및 그 제품,"소고기, 한우, 우둔, 생것 ",100,132,0.1,21.2,4.5,0,449,0,0,0,2011
2523,육류 및 그 제품,"소고기, 한우, 우둔, 생것 ",100,155,0,23.08,7.29,0,51,58.34,3.05,0,2017
2524,육류 및 그 제품,"소고기, 한우, 채끝, 생것 ",100,126,0.2,17.1,5.6,0,63,0,0,0,2011
2525,육류 및 그 제품,"소고기, 한우, 채끝, 생것 ",100,210,N/A,17.59,15.79,0,47,60.41,6.22,0,2017
2526,육류 및 그 제품,"소시지,쇠고기소시지",60,109.2,1.32,11.16,6.3,0,793.2,0,0,0,2006
2527,육류 및 그 제품,"송아지 부산물, 간, 삶은것 ",100,193,3.8,28.4,6.3,0,78,0,0,0,2011
2528,육류 및 그 제품,"송아지 부산물, 간, 삶은것 ",100,192,3.77,28.42,6.26,0,78,511,1.99,0,2017
2529,육류 및 그 제품,"송아지 부산물, 간, 생것 ",100,140,2.9,19.9,4.9,0,77,0,0,0,2011
2530,육류 및 그 제품,"송아지 부산물, 간, 생것 ",100,140,2.91,19.93,4.85,0,77,334,1.56,0,2017
2531,육류 및 그 제품,"송아지 부산물, 골, 삶은것 ",100,136,0,11.5,9.6,0,156,75,0,0,2011
2532,육류 및 그 제품,"송아지 부산물, 골, 삶은것 ",100,136,0,11.48,9.63,N/A,156,3100,2.18,0,2017
2533,육류 및 그 제품,"송아지 부산물, 골, 생것 ",100,118,0,10.3,8.2,0,127,0,0,0,2011
2534,육류 및 그 제품,"송아지 부산물, 골, 생것 ",100,118,0,10.32,8.21,N/A,127,1590,1.91,0,2017
2535,육류 및 그 제품,"송아지 부산물, 신장, 삶은것 ",100,164,0,26.3,5.7,0,110,0,0,0,2011
2536,육류 및 그 제품,"송아지 부산물, 신장, 삶은것 ",100,163,0,26.32,5.66,N/A,110,791,1.74,0,2017
2537,육류 및 그 제품,"송아지 부산물, 신장, 생것 ",100,99,0.9,15.8,3.1,0,178,364,0,0,2011
2538,육류 및 그 제품,"송아지 부산물, 신장, 생것 ",100,99,0.85,15.76,3.12,N/A,178,364,0.96,0,2017
2539,육류 및 그 제품,"송아지 부산물, 심장, 삶은것 ",100,186,0.1,29.1,6.8,0,58,0,0,0,2011
2540,육류 및 그 제품,"송아지 부산물, 심장, 삶은것 ",100,186,0.13,29.12,6.75,N/A,58,176,1.82,0,2017
2541,육류 및 그 제품,"송아지 부산물, 심장, 생것 ",100,110,0.1,17.2,4,0,77,104,0,0,2011
2542,육류 및 그 제품,"송아지 부산물, 심장, 생것 ",100,110,0.08,17.18,3.98,N/A,77,104,1.07,0,2017
2543,육류 및 그 제품,"송아지 부산물, 허파, 삶은것 ",100,103,0,18.7,2.6,0,56,0,0,0,2011
2544,육류 및 그 제품,"송아지 부산물, 허파, 삶은것 ",100,104,0,18.74,2.64,N/A,56,263,0.91,0,2017
2545,육류 및 그 제품,"송아지 부산물, 허파, 생것 ",100,90,0,16.3,2.3,0,108,0,0,0,2011
2546,육류 및 그 제품,"송아지 부산물, 허파, 생것 ",100,90,0,16.3,2.3,N/A,108,229,0.79,0,2017
2547,육류 및 그 제품,"송아지 부산물, 혀, 삶은것 ",100,202,0,25.9,10.1,0,64,238,0,0,2011
2548,육류 및 그 제품,"송아지 부산물, 혀, 삶은것 ",100,202,0,25.85,10.1,N/A,64,238,4.35,0,2017
2549,육류 및 그 제품,"송아지 부산물, 혀, 생것 ",100,131,1.9,17.2,5.5,0,82,62,0,0,2011
2550,육류 및 그 제품,"송아지 부산물, 혀, 생것 ",100,131,1.91,17.18,5.48,N/A,82,62,2.35,0,2017
2551,육류 및 그 제품,"송아지고기, 갈비, 구운것 ",100,229,0,24,14,0,92,0,0,0,2011
2552,육류 및 그 제품,"송아지고기, 갈비, 구운것 ",100,228,0,23.96,13.96,N/A,92,110,5.41,0,2017
2553,육류 및 그 제품,"송아지고기, 갈비, 삶은것 ",100,251,0,32.4,12.5,0,95,0,0,0,2011
2554,육류 및 그 제품,"송아지고기, 갈비, 삶은것 ",100,251,0,32.43,12.53,0,95,139,4.95,0,2017
2555,육류 및 그 제품,"송아지고기, 갈비, 생것 ",100,162,0,18.9,9,0,89,0,0,0,2011
2556,육류 및 그 제품,"송아지고기, 갈비, 생것 ",100,162,0,18.86,9.01,N/A,89,82,3.71,0,2017
2557,육류 및 그 제품,"송아지고기, 등심, 구운것 ",100,217,0,24.8,12.3,0,93,0,0,0,2011
2558,육류 및 그 제품,"송아지고기, 등심, 구운것 ",100,217,0,24.8,12.32,0,93,103,5.26,0,2017
2559,육류 및 그 제품,"송아지고기, 등심, 삶은것 ",100,284,0,30.2,17.2,0,80,57,0,0,2011
2560,육류 및 그 제품,"송아지고기, 등심, 삶은것 ",100,284,0,30.19,17.21,0,80,118,6.73,0,2017
2561,육류 및 그 제품,"송아지고기, 등심, 생것 ",100,163,0,18.9,9.1,0,85,0,0,0,2011
2562,육류 및 그 제품,"송아지고기, 등심, 생것 ",100,177,0.07,20.07,10.07,0,98,59,3.61,0,2017
2563,육류 및 그 제품,"송아지고기, 살코기, 삶은것 ",100,188,0,34.9,4.3,0,93,70,0,0,2011
2564,육류 및 그 제품,"송아지고기, 살코기, 삶은것 ",100,201,0,35.73,5.33,N/A,90,155,1.49,0,2017
2565,육류 및 그 제품,"송아지고기, 살코기, 생것 ",100,109,0,20.3,2.5,0,83,0,0,0,2011
2566,육류 및 그 제품,"송아지고기, 살코기, 생것 ",100,105,0,20.04,2.16,N/A,86,83,0.65,0,2017
2567,육류 및 그 제품,"송아지고기, 설도, 볶은것 ",100,212,0,31.8,8.4,0,76,0,0,0,2011
2568,육류 및 그 제품,"송아지고기, 설도, 삶은것 ",60,126.6,0,21.72,3.78,0,40.2,51,0,0,2011
2569,육류 및 그 제품,"송아지고기, 설도, 생것 ",100,118,0,21,3.1,0,63,0,0,0,2011
2570,육류 및 그 제품,"송아지고기, 어깨, 구운것 ",100,184,0,25.5,8.3,0,90,0,0,0,2011
2571,육류 및 그 제품,"송아지고기, 어깨, 구운것 ",100,183,0,25.46,8.25,N/A,90,108,3.51,0,2017
2572,육류 및 그 제품,"송아지고기, 어깨, 삶은것 ",100,235,0,33.6,10.2,0,87,51,0,0,2011
2573,육류 및 그 제품,"송아지고기, 어깨, 삶은것 ",100,236,0,33.63,10.24,N/A,87,148,3.96,0,2017
2574,육류 및 그 제품,"송아지고기, 어깨, 생것 ",100,131,0,19.3,5.4,0,83,0,0,0,2011
2575,육류 및 그 제품,"송아지고기, 어깨, 생것 ",100,132,0,19.34,5.44,0,83,82,2.26,0,2017
2576,육류 및 그 제품,"송아지고기, 채끝, 구운것 ",100,202,0,25.1,10.5,0,83,0,0,0,2011
2577,육류 및 그 제품,"송아지고기, 채끝, 구운것 ",100,202,0,25.14,10.45,0,83,102,4.51,0,2017
2578,육류 및 그 제품,"송아지고기, 채끝, 삶은것 ",100,252,0,31.3,13.1,0,79,87,0,0,2011
2579,육류 및 그 제품,"송아지고기, 채끝, 삶은것 ",100,252,0,31.26,13.14,N/A,79,108,5.18,0,2017
2580,육류 및 그 제품,"송아지고기, 채끝, 생것 ",100,152,0,19.1,7.8,0,76,0,0,0,2011
2581,육류 및 그 제품,"송아지고기, 채끝, 생것 ",100,152,0,19.07,7.81,0,76,78,3.35,0,2017
2582,육류 및 그 제품,"쇠뼈국물,사골국물, 옛날사골곰탕(오뚜기)",100,44,1,6.8,1,0,290,0,0,0,2006
2583,육류 및 그 제품,"쇠뼈국물,사골국물, 옛날사골곰탕(오뚜기)",100,83,1,10,4.3,N/A,118,N/A,N/A,0,2017
2584,육류 및 그 제품,"스튜, 레토르트 ",100,118,7.4,6,7.2,0,290,0,0,0,2011
2585,육류 및 그 제품,"스튜, 레토르트 ",100,118,7.4,6,7.2,N/A,290,N/A,N/A,0,2017
2586,육류 및 그 제품,"스튜, 크림, 레토르트  ",100,119,7.6,4.1,8,0,119,0,0,0,2011
2587,육류 및 그 제품,"스튜, 크림, 레토르트  ",100,119,7.6,4.1,8,N/A,119,N/A,N/A,0,2017
2588,육류 및 그 제품,"스튜,레토르트, 비프스튜(오뚜기)",100,385,60,14,10,0,3500,0,0,0,2006
2589,육류 및 그 제품,"스튜,레토르트, 크림스튜(오뚜기)",100,490,59,7,25,0,2300,0,0,0,2006
2590,육류 및 그 제품,"스튜,레토르트, 크림스튜(오뚜기)",100,119,7.6,4.1,8,N/A,119,N/A,N/A,0,2017
2591,육류 및 그 제품,"스튜,통조림",100,118,N/A,6,7.2,0,290,0,0,0,2006
2592,육류 및 그 제품,"양고기, 갈비, 생것 ",60,143.4,0.48,10.74,10.2,0,33,45,0,0,2011
2593,육류 및 그 제품,"양고기, 다리, 생것 ",100,224,0.1,18.8,15.3,0,37,78,0,0,2011
2594,육류 및 그 제품,"양고기, 다리, 생것 ",100,224,0.1,18.8,15.3,N/A,37,78,6.88,0,2017
2595,육류 및 그 제품,"양고기, 살코기, 생것 ",60,86.4,0,9.84,4.8,0,N/A,43.2,0,0,2011
2596,육류 및 그 제품,"양고기, 어깨, 생것 ",60,144.6,0.06,10.14,10.8,0,30,0,0,0,2011
2597,육류 및 그 제품,"어린양 부산물, 간, 삶은것 ",100,220,2.5,30.6,8.8,0,56,0,0,0,2011
2598,육류 및 그 제품,"어린양 부산물, 간, 삶은것 ",100,220,2.53,30.57,8.81,N/A,56,501,3.41,0,2017
2599,육류 및 그 제품,"어린양 부산물, 간, 생것 ",100,139,1.8,20.4,5,0,70,371,0,0,2011
2600,육류 및 그 제품,"어린양 부산물, 간, 생것 ",100,139,1.78,20.38,5.02,N/A,70,371,1.94,0,2017
2601,육류 및 그 제품,"어린양고기, 갈비, 구운것 ",100,359,0,21.1,29.8,0,73,0,0,0,2011
2602,육류 및 그 제품,"어린양고기, 갈비, 구운것 ",100,359,0,21.12,29.82,N/A,73,97,12.77,0,2017
2603,육류 및 그 제품,"어린양고기, 갈비, 생것 ",100,372,0,14.5,34.4,0,56,76,0,0,2011
2604,육류 및 그 제품,"어린양고기, 갈비, 생것 ",100,372,0,14.52,34.39,N/A,56,76,15.16,0,2017
2605,육류 및 그 제품,"어린양고기, 다리, 구운것 ",100,225,0,26.4,12.5,0,65,0,0,0,2011
2606,육류 및 그 제품,"어린양고기, 다리, 구운것 ",100,225,0,26.41,12.45,N/A,65,90,5.09,0,2017
2607,육류 및 그 제품,"어린양고기, 다리, 생것 ",100,201,0,18.6,13.5,0,57,69,0,0,2011
2608,육류 및 그 제품,"어린양고기, 다리, 생것 ",100,201,0,18.58,13.49,N/A,57,67,5.8,0,2017
2609,육류 및 그 제품,"어린양고기, 살코기, 생것 ",100,143,0,20.3,6.2,0,83,0,0,0,2011
2610,육류 및 그 제품,"어린양고기, 살코기, 생것 ",100,143,0,20.88,5.94,N/A,68,66,2.13,0,2017
2611,육류 및 그 제품,"어린양고기, 어깨, 구운것 ",100,276,0,22.5,20,0,66,0,0,0,2011
2612,육류 및 그 제품,"어린양고기, 어깨, 구운것 ",100,276,0,22.51,19.97,0,66,92,8.44,0,2017
2613,육류 및 그 제품,"어린양고기, 어깨, 삶은것 ",100,278,0,24.4,19.3,0,78,0,0,0,2011
2614,육류 및 그 제품,"어린양고기, 어깨, 삶은것 ",100,344,0,28.68,24.55,N/A,75,116,10.34,0,2017
